ques_1_1,ques_1_2,ques_1_3,ques_1_4,ques_1_5,ques_1_6,ques_1_7,ques_1_8,ques_1_9,ques_1_10,ques_1_11,ques_1_12,ques_1_13,ques_1_14,ques_1_15,ques_1_16,ques_1_17,ques_1_18,ques_1_19,ques_1_20,ques_1_21,ques_1_22,ques_1_23,ques_1_24,ques_1_25,ques_1_26,ques_1_27,ques_1_28,ques_1_29,ques_1_30,ques_1_31,ques_1_32,id,interview,school,class,studentid,classind,classsize,idt,st_V8,sch_score_68_3,sch_score_68_8,sch_score_68_13,sch_gpa_68,sch_score_70_3,sch_score_70_8,sch_score_70_13,sch_gpa_10,age,iq,edu_father,edu_mother,empmot,int_index,int_5q,intdum1,intdum2,intdum3,intdum4,intdum5,intdum6,iq_d1,iq_d2,iq_d3,iq_d4,iq_d5,iq_d6,edu_fatherd1,edu_fatherd2,edu_fatherd3,edu_fatherd4,edu_fatherdm,edu_motherd1,edu_motherd2,edu_motherd3,edu_motherd4,edu_motherdm,prestige,fem,_merge
2,7,10,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,154105,1,54,1,5,88,18,54105,MATH.-NAT,3,2,3,2.8181818,4,3,4,3,15,41,2,4,3,13,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,42,0,3
2,8,12,13,16,17,,,,,,,,,,,,,,,,,,,,,,,,,,,154106,1,54,1,6,88,18,54106,MATH.-NAT,5,4,5,4.1666665,,,,,16,30,2,2,2,12,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,57,0,3
2,5,8,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,154107,1,54,1,7,88,18,54107,MATH.-NAT,2,2,2,2.6363637,3,2,2,2.8333333,15,43,2,1,3,15,4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,28,0,3
1,6,11,12,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,154108,1,54,1,8,88,18,54108,MATH.-NAT,4,4,4,3.8181818,4,4,4,3.6666667,16,34,13,13,2,18,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,74,0,3
2,8,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154109,1,54,1,9,88,18,54109,MATH.-NAT,3,4,4,3.090909,4,3,4,2.7272727,16,49,2,1,2,14,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,42,0,3
2,5,9,14,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,154110,1,54,1,10,88,18,54110,MATH.-NAT,4,4,3,3.2727273,3,4,2,3.3636363,14,35,1,1,1,14,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,24,0,3
1,2,3,8,12,13,14,17,,,,,,,,,,,,,,,,,,,,,,,,,154111,1,54,1,11,88,18,54111,MATH.-NAT,3,2,2,3,4,3,2,2.909091,15,40,10,2,2,14,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,39,0,3
7,8,9,10,11,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,154112,1,54,1,12,88,18,54112,MATH.-NAT,4,4,4,3.5454545,4,4,4,3.3636363,15,37,4,6,3,13,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,31,0,3
2,3,5,6,7,8,11,12,14,18,,,,,,,,,,,,,,,,,,,,,,,154113,1,54,1,13,88,18,54113,MATH.-NAT,4,4,3,3.4545455,4,4,4,3.6666667,16,43,6,2,2,9,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,60,0,3
1,2,3,6,8,11,13,15,,,,,,,,,,,,,,,,,,,,,,,,,154114,1,54,1,14,88,18,54114,MATH.-NAT,2,4,5,3.7,2,4,5,3.7272727,15,41,2,2,2,11,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,52,0,3
2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154115,1,54,1,15,88,18,54115,MATH.-NAT,4,3,4,3.909091,2,4,4,3.5,15,52,4,3,1,14,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,43,0,3
6,10,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154116,1,54,1,16,88,18,54116,MATH.-NAT,4,4,5,3.8333333,4,4,2,3.2727273,16,29,2,3,3,15,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,31,0,3
8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154117,1,54,1,17,88,18,54117,MATH.-NAT,4,4,4,3.8181818,4,4,3,3.8,15,41,2,2,1,15,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,32,0,3
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154118,1,54,1,18,88,18,54118,MATH.-NAT,4,4,3,3.8181818,4,3,3,3.1818182,15,38,10,1,3,11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,64,0,3
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154201,1,54,2,1,89,21,54201,MATH.-NAT,5,5,5,4.4166665,4,5,3,3.25,16,32,7,7,2,17,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,63,0,3
6,10,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154202,1,54,2,2,89,21,54202,MATH.-NAT,5,5,4,3.909091,2,5,2,2.8333333,18,30,8,7,2,15,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,70,0,3
1,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154203,1,54,2,3,89,21,54203,MATH.-NAT,2,3,2,2.7272727,3,3,4,3.3333333,15,53,3,2,2,7,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,60,0,3
3,7,10,11,12,20,,,,,,,,,,,,,,,,,,,,,,,,,,,154204,1,54,2,4,89,21,54204,MATH.-NAT,5,3,6,4.0833335,4,2,3,3.25,17,42,2,1,3,15,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,42,0,3
3,4,8,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,154205,1,54,2,5,89,21,54205,MATH.-NAT,4,4,3,3.6363637,4,4,3,3.25,14,32,2,1,2,17,5,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,42,0,3
8,13,17,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154206,1,54,2,6,89,21,54206,MATH.-NAT,4,2,5,3.6363637,2,2,4,2.8333333,15,47,2,6,1,11,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,43,0,3
4,7,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154207,1,54,2,7,89,21,54207,MATH.-NAT,3,4,3,3.3636363,4,4,4,3.4166667,15,41,2,1,3,7,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,35,0,3
6,12,13,17,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,154208,1,54,2,8,89,21,54208,MATH.-NAT,4,3,4,3.7272727,4,3,4,3.6363637,15,32,2,2,2,13,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,28,0,3
1,2,3,4,5,7,12,14,15,16,17,19,20,,,,,,,,,,,,,,,,,,,,154209,1,54,2,9,89,21,54209,MATH.-NAT,4,4,4,3,3,4,2,2.5,14,38,7,2,3,14,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,33,0,3
2,4,6,8,11,12,13,17,20,21,,,,,,,,,,,,,,,,,,,,,,,154210,1,54,2,10,89,21,54210,MATH.-NAT,3,4,4,3.4545455,3,3,4,3.5,16,44,4,1,3,17,5,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,42,0,3
2,4,8,10,11,12,13,17,20,,,,,,,,,,,,,,,,,,,,,,,,154211,1,54,2,11,89,21,54211,MATH.-NAT,4,4,4,3.8181818,4,4,4,3.909091,16,37,1,3,1,17,5,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,42,0,3
4,10,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154212,1,54,2,12,89,21,54212,MATH.-NAT,3,4,4,3.5454545,3,4,4,3.4166667,15,22,1,1,2,17,5,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,46,0,3
6,8,17,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154213,1,54,2,13,89,21,54213,MATH.-NAT,4,3,2,2.7272727,2,3,2,2.3,17,42,8,2,1,19,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,49,0,3
7,9,15,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154214,1,54,2,14,89,21,54214,MATH.-NAT,,,,,,,,,16,42,13,1,3,15,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,60,0,3
7,9,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154215,1,54,2,15,89,21,54215,MATH.-NAT,4,4,3,3.3636363,4,5,3,3.4166667,16,36,11,3,2,9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,57,0,3
2,6,8,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154216,1,54,2,16,89,21,54216,MATH.-NAT,3,4,4,3.7272727,3,5,4,3.5454545,15,53,2,2,1,17,5,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,43,0,3
2,6,8,13,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,154217,1,54,2,17,89,21,54217,MATH.-NAT,3,3,3,2.7272727,2,4,2,2.4166667,15,50,1,2,2,14,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,42,0,3
6,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154218,1,54,2,18,89,21,54218,MATH.-NAT,4,4,3,3.5454545,3,4,2,2.8333333,15,45,,2,1,14,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,37,0,3
3,5,6,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154219,1,54,2,19,89,21,54219,MATH.-NAT,5,4,4,3.7272727,4,4,5,3.8,15,28,4,2,3,15,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39,0,3
4,8,10,11,13,17,18,19,21,,,,,,,,,,,,,,,,,,,,,,,,154220,1,54,2,20,89,21,54220,MATH.-NAT,3,4,4,3.090909,4,4,2,3,15,50,2,2,1,11,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,35,0,3
6,8,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154221,1,54,2,21,89,21,54221,MATH.-NAT,4,4,4,4.0999999,4,5,3,3.5999999,17,54,8,1,1,15,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,43,0,3
1,5,16,19,24,26,27,,,,,,,,,,,,,,,,,,,,,,,,,,155101,1,55,1,1,90,27,55101,neusprachlich,,,,,3,2,3,2.9230769,16,52,2,2,2,14,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,42,0,3
6,15,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155102,1,55,1,2,90,27,55102,neusprachlich,4,3,5,3.4000001,4,4,4,3.3076923,15,26,5,5,3,10,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,39,0,3
9,10,12,15,20,21,27,,,,,,,,,,,,,,,,,,,,,,,,,,155103,1,55,1,3,90,27,55103,neusprachlich,2,3,4,2.7692308,2,3,4,2.7692308,15,26,1,1,2,10,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,32,1,3
8,11,22,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155104,1,55,1,4,90,27,55104,neusprachlich,3,4,4,3.5999999,3,3,4,3.3076923,15,39,4,2,2,11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,46,0,3
5,12,16,19,20,24,,,,,,,,,,,,,,,,,,,,,,,,,,,155105,1,55,1,5,90,27,55105,neusprachlich,2,3,4,3,2,3,2,2.3076923,15,50,2,2,1,18,5,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,39,0,3
2,5,10,11,12,15,19,24,26,,,,,,,,,,,,,,,,,,,,,,,,155106,1,55,1,6,90,27,55106,neusprachlich,4,3,3,3.5999999,4,3,4,3.3076923,15,36,2,2,2,15,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,74,0,3
2,14,20,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155107,1,55,1,7,90,27,55107,neusprachlich,2,2,2,1.8,2,2,2,1.9230769,15,31,13,2,2,13,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,74,1,3
3,5,10,12,16,19,20,21,22,23,24,26,27,,,,,,,,,,,,,,,,,,,,155108,1,55,1,8,90,27,55108,neusprachlich,4,3,4,3.8,4,4,4,3.4615386,15,28,11,11,1,10,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,64,0,3
3,10,12,13,19,20,21,24,27,,,,,,,,,,,,,,,,,,,,,,,,155109,1,55,1,9,90,27,55109,neusprachlich,3,3,4,3.5,3,3,3,3.1538463,15,34,5,1,2,18,5,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,32,1,3
3,9,13,15,21,27,,,,,,,,,,,,,,,,,,,,,,,,,,,155110,1,55,1,10,90,27,55110,neusprachlich,3,3,3,2.8,3,3,2,2.6923077,15,29,2,2,2,12,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,46,1,3
2,4,5,10,20,24,,,,,,,,,,,,,,,,,,,,,,,,,,,155111,1,55,1,11,90,27,55111,neusprachlich,4,4,5,4.0999999,3,2,2,3.0769231,15,32,2,3,2,14,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,46,0,3
5,15,20,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155112,1,55,1,12,90,27,55112,neusprachlich,3,3,4,3,3,3,4,2.7692308,15,35,13,10,3,11,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,74,0,3
5,7,10,17,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,155113,1,55,1,13,90,27,55113,neusprachlich,2,2,2,2.3,2,2,2,2.2307692,15,32,5,1,2,16,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,57,1,3
5,7,9,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155114,1,55,1,14,90,27,55114,neusprachlich,4,4,3,4,4,4,3,3.4615386,14,43,4,1,1,15,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,46,1,3
5,12,21,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155115,1,55,1,15,90,27,55115,neusprachlich,3,3,4,3.7,4,3,3,3.4615386,15,45,13,6,2,12,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,74,0,3
1,5,15,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155116,1,55,1,16,90,27,55116,neusprachlich,4,4,5,3.7,,,,,15,24,2,1,3,16,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,32,0,3
2,3,7,9,10,11,12,13,14,16,18,19,20,21,22,25,27,,,,,,,,,,,,,,,,155117,1,55,1,17,90,27,55117,neusprachlich,3,2,4,3.3,3,2,3,3,15,30,10,1,3,14,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,43,1,3
2,7,19,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155118,1,55,1,18,90,27,55118,neusprachlich,3,2,3,2.4000001,2,2,3,2.0769231,15,41,13,9,2,8,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,74,0,3
2,7,9,12,14,15,21,,,,,,,,,,,,,,,,,,,,,,,,,,155119,1,55,1,19,90,27,55119,neusprachlich,3,2,3,2.9000001,4,3,3,2.9230769,15,34,2,1,3,9,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,43,1,3
3,11,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155120,1,55,1,20,90,27,55120,neusprachlich,4,4,2,2.8,3,4,3,2.5384614,16,41,3,1,3,11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,57,0,3
3,7,25,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155121,1,55,1,21,90,27,55121,neusprachlich,2,2,2,1.8,2,2,2,1.8461539,14,33,5,1,3,13,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,23,1,3
8,13,19,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155122,1,55,1,22,90,27,55122,neusprachlich,3,2,5,3.3,3,2,4,3.0833333,15,35,5,1,1,11,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,31,0,3
5,12,19,20,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,155123,1,55,1,23,90,27,55123,neusprachlich,4,4,4,3.5999999,4,4,4,3.5384614,15,38,2,1,3,18,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,34,0,3
1,5,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155124,1,55,1,24,90,27,55124,neusprachlich,3,3,3,3.3,3,3,2,3,16,44,4,2,3,13,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,38,0,3
3,5,7,12,13,15,21,27,,,,,,,,,,,,,,,,,,,,,,,,,155125,1,55,1,25,90,27,55125,neusprachlich,3,3,4,2.7,2,4,4,3.0769231,15,31,3,3,1,13,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,43,0,3
1,12,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155126,1,55,1,26,90,27,55126,neusprachlich,3,3,3,3.0999999,3,3,2,2.7692308,14,35,4,1,2,16,4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,58,0,3
3,9,10,20,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,155127,1,55,1,27,90,27,55127,neusprachlich,3,3,4,2.9000001,2,3,3,2.6923077,16,34,3,3,3,16,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,70,1,3
3,16,17,20,24,32,,,,,,,,,,,,,,,,,,,,,,,,,,,155201,1,55,2,1,91,35,55201,neusprachlich,3,2,3,2.4000001,2,2,2,2.2307692,15,34,2,1,2,13,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,42,1,3
1,3,4,8,10,11,12,13,16,17,19,31,,,,,,,,,,,,,,,,,,,,,155202,1,55,2,2,91,35,55202,neusprachlich,4,4,5,3.5,4,4,4,3.3076923,15,38,2,6,2,12,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,43,0,3
1,14,16,17,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,155203,1,55,2,3,91,35,55203,neusprachlich,2,1,2,1.8,2,1,2,2,14,40,8,8,3,16,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,39,1,3
7,11,21,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155204,1,55,2,4,91,35,55204,neusprachlich,4,4,4,3.3,4,4,2,2.6923077,16,39,1,2,1,18,5,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,42,0,3
1,3,14,20,22,25,27,28,30,32,34,35,,,,,,,,,,,,,,,,,,,,,155205,1,55,2,5,91,35,55205,neusprachlich,3,3,4,3.2,3,4,5,3.5384614,14,39,2,3,2,12,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,70,1,3
1,10,12,16,19,34,,,,,,,,,,,,,,,,,,,,,,,,,,,155206,1,55,2,6,91,35,55206,neusprachlich,3,2,3,2.4000001,3,2,1,2.2307692,15,33,2,2,3,12,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,42,0,3
1,10,15,16,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,155207,1,55,2,7,91,35,55207,neusprachlich,4,4,2,3.2,3,5,2,3.0769231,15,39,2,1,3,16,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,32,0,3
1,2,16,17,19,20,28,32,,,,,,,,,,,,,,,,,,,,,,,,,155208,1,55,2,8,91,35,55208,neusprachlich,2,3,4,3.4000001,2,4,4,3.2307692,16,34,2,1,3,14,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,46,1,3
18,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155209,1,55,2,9,91,35,55209,neusprachlich,2,3,4,3.3,2,3,3,3.3076923,16,44,2,2,2,15,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,32,1,3
2,16,6,32,34,35,,,,,,,,,,,,,,,,,,,,,,,,,,,155210,1,55,2,10,91,35,55210,neusprachlich,3,3,3,2.5999999,3,4,2,2.7692308,16,33,2,1,3,12,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,32,0,3
1,2,4,5,6,7,9,10,12,13,14,15,16,17,18,19,21,24,30,31,33,34,,,,,,,,,,,155211,1,55,2,11,91,35,55211,neusprachlich,4,3,4,3.5999999,4,4,3,3.3846154,15,48,9,9,1,12,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,58,0,3
16,32,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155212,1,55,2,12,91,35,55212,neusprachlich,4,4,4,3.5,3,4,4,3.2307692,16,45,1,1,3,10,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,38,0,3
10,15,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155213,1,55,2,13,91,35,55213,neusprachlich,3,3,2,2.9000001,3,3,1,2.6153846,15,52,1,2,2,12,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,57,0,3
3,5,20,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155214,1,55,2,14,91,35,55214,neusprachlich,3,4,3,3.3,3,4,4,3.1538463,15,39,2,2,3,9,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,39,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155215,1,55,2,15,91,35,55215,neusprachlich,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,0,3
1,7,10,21,24,31,34,,,,,,,,,,,,,,,,,,,,,,,,,,155216,1,55,2,16,91,35,55216,neusprachlich,4,4,2,2.8,3,3,2,2.4166667,15,45,3,1,3,19,5,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,60,0,3
1,2,8,12,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,155217,1,55,2,17,91,35,55217,neusprachlich,3,2,4,3.3,3,2,4,2.9230769,16,40,1,1,1,15,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,24,0,3
2,8,9,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155218,1,55,2,18,91,35,55218,neusprachlich,3,4,2,3.3333333,3,4,2,2.9230769,17,34,9,3,3,12,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,46,1,3
1,2,3,17,24,30,31,,,,,,,,,,,,,,,,,,,,,,,,,,155219,1,55,2,19,91,35,55219,neusprachlich,3,4,4,3.5,3,4,3,3.4615386,16,35,2,2,2,12,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,57,0,3
1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155220,1,55,2,20,91,35,55220,neusprachlich,3,3,3,2.8,2,2,4,2.8461537,16,37,2,1,3,12,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,46,1,3
4,11,12,15,16,19,28,32,34,,,,,,,,,,,,,,,,,,,,,,,,155221,1,55,2,21,91,35,55221,neusprachlich,3,3,2,3,4,3,3,2.7692308,14,43,2,2,2,11,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,42,0,3
1,3,5,10,16,20,24,34,35,,,,,,,,,,,,,,,,,,,,,,,,155222,1,55,2,22,91,35,55222,neusprachlich,3,4,4,3.3,3,4,3,3.0769231,15,31,6,8,2,13,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,46,1,3
1,2,11,16,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,155223,1,55,2,23,91,35,55223,neusprachlich,3,3,4,3.2,3,2,3,2.8461537,15,48,2,2,2,14,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,39,0,3
1,11,16,21,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,155224,1,55,2,24,91,35,55224,neusprachlich,3,4,4,3,3,3,2,2.6153846,17,42,2,2,3,16,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,42,0,3
1,2,3,9,11,22,27,30,31,34,,,,,,,,,,,,,,,,,,,,,,,155225,1,55,2,25,91,35,55225,neusprachlich,3,5,3,3.5,3,5,3,3.1538463,15,35,2,2,1,10,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,42,1,3
3,17,25,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155226,1,55,2,26,91,35,55226,neusprachlich,4,4,4,3.8,3,3,3,3.0769231,15,25,2,3,2,12,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,39,1,3
2,3,5,16,19,20,22,25,28,30,31,32,34,,,,,,,,,,,,,,,,,,,,155227,1,55,2,27,91,35,55227,neusprachlich,3,3,4,3.3,4,3,3,3.1538463,15,25,2,1,2,11,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,42,1,3
1,3,5,7,8,9,10,11,13,14,15,16,18,19,20,21,23,24,25,27,32,33,34,35,,,,,,,,,155228,1,55,2,28,91,35,55228,neusprachlich,3,3,5,3.2,3,4,2,2.9230769,17,28,2,2,1,16,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,23,1,3
